Gesture ID,Participant ID,Label,Timestep,Acceleration X,Acceleration Y,Acceleration Z,Gyroscope X,Gyroscope Y,Gyroscope Z
1,P01,Hai,59,"-0,23463","-0,7446","11,95425","4,93089","1,16657","-2,03098"
1,P01,Hai,60,"-1,55623","-1,43173","5,03979","6,13077","1,36882","-2,45332"
2,P01,Hai,1,"-6,95037","7,3095","-2,30322","-0,48656","-1,19215","0,23502"
2,P01,Hai,2,"-6,50505","7,24246","-2,46842","-0,607","-1,78317","0,26886"
2,P01,Hai,3,"-5,9448","7,08923","-1,22104","-0,90384","-2,46158","0,37518"
2,P01,Hai,4,"-6,64391","7,14909","-3,881","-1,31206","-1,96596","0,36825"
2,P01,Hai,5,"-6,25844","5,71017","-3,27766","-1,77837","-2,32329","0,3861"
2,P01,Hai,6,"-5,73411","4,26407","-2,40138","-3,33051","-1,94837","0,52626"
2,P01,Hai,7,"-4,08211","1,72383","-1,94409","-4,53199","-2,13037","0,6571"
2,P01,Hai,8,"-2,58334","0,69911","5,39653","-5,85365","-1,44023","1,1767"
2,P01,Hai,9,"-2,77967","-0,05267","10,67575","-7,07671","-0,74743","1,59238"
2,P01,Hai,10,"-0,98881","-3,76608","14,48013","-6,20538","-0,98644","1,78183"
2,P01,Hai,11,"0,94332","-3,5913","26,2189","-1,99687","-2,58096","1,60277"
2,P01,Hai,12,"2,1476","-0,87628","27,85414","1,58119","-0,38957","0,0882"
2,P01,Hai,13,"0,0814","-0,30646","18,21269","4,28418","0,82737","-1,32405"
2,P01,Hai,14,"-1,99676","-1,04148","9,24401","5,98288","0,85748","-2,29691"
2,P01,Hai,15,"-2,37265","-2,08296","3,77566","7,06525","0,61553","-2,90604"
2,P01,Hai,16,"-1,81959","-2,71502","-1,05584","7,49079","0,72345","-3,3068"
2,P01,Hai,17,"-2,34871","-1,07739","-3,04542","7,4335","0,69467","-3,02488"
2,P01,Hai,18,"-8,62152","2,65278","-4,64715","6,54885","0,74023","-3,05819"
2,P01,Hai,19,"-13,52724","5,38217","-11,22162","4,77794","0,75782","-3,02941"
2,P01,Hai,20,"-14,38197","4,30477","-14,4921","3,06778","0,15348","-1,21027"
2,P01,Hai,21,"-16,48408","5,23133","-15,59583","-1,25557","0,267","1,10955"
2,P01,Hai,22,"-10,81221","3,28006","-8,62631","-5,27436","-0,93475","2,21111"
2,P01,Hai,23,"-5,88255","-0,14126","-3,90734","-7,0474","0,25181","2,70379"
2,P01,Hai,24,"-3,6751","-2,36547","-3,50751","-8,58222","1,96036","2,34274"
2,P01,Hai,25,"-2,51631","-5,9855","-0,30406","-8,46978","-3,01769","1,72268"
2,P01,Hai,26,"1,40061","-6,82108","13,39556","-7,6155","-4,00733","2,4749"
2,P01,Hai,27,"2,1883","-2,85149","19,71865","-6,39217","-2,18419","2,93908"
2,P01,Hai,28,"6,33985","-2,93769","31,24194","-2,53353","-1,78024","1,8234"
2,P01,Hai,29,"5,06852","-0,9098","27,49022","1,3467","1,09703","0,15428"
2,P01,Hai,30,"0,39504","-0,51715","18,4569","4,50828","1,43703","-1,43996"
2,P01,Hai,31,"-1,42455","-1,89621","8,80827","6,29757","1,04453","-2,62865"
2,P01,Hai,32,"-1,87705","-2,66235","2,94247","7,45429","0,22196","-3,34011"
2,P01,Hai,33,"-1,8148","-3,0957","-0,85473","7,6147","0,58915","-3,74273"
2,P01,Hai,34,"-5,58567","-1,29047","-3,28724","7,25124","0,62432","-3,55914"
2,P01,Hai,35,"-10,60631","3,19147","-6,41407","5,87363","0,60594","-3,49412"
2,P01,Hai,36,"-12,93827","5,66947","-9,67497","4,0926","0,51854","-2,66889"
2,P01,Hai,37,"-17,36993","5,2864","-16,1034","1,90334","0,20971","-0,79219"
2,P01,Hai,38,"-14,92066","5,89692","-13,06037","-1,84499","-0,19372","1,53802"
2,P01,Hai,39,"-9,74919","3,25851","-6,40449","-5,1366","-0,79006","2,53512"
2,P01,Hai,40,"-4,86981","0,98641","-2,12845","-6,7431","1,45648","2,92816"
2,P01,Hai,41,"-3,24654","-1,93212","-4,11563","-7,88462","1,00137","2,07894"
2,P01,Hai,42,"-1,80523","-5,74608","2,33674","-7,49026","-3,55514","2,07974"
2,P01,Hai,43,"1,30245","-4,20182","11,85369","-7,15292","-3,25564","2,74643"
2,P01,Hai,44,"2,09971","-3,25133","17,26698","-6,18113","-1,89082","2,84022"
2,P01,Hai,45,"4,78601","-2,69348","28,13905","-2,93295","-1,77224","1,99927"
2,P01,Hai,46,"3,95283","-0,93134","28,2444","0,24435","0,63685","0,45458"
2,P01,Hai,47,"1,68791","-0,58419","20,77449","3,47734","1,11541","-1,129"
2,P01,Hai,48,"-0,59855","-1,73819","12,73236","5,44516","1,08903","-2,20231"
2,P01,Hai,49,"-1,80762","-2,51631","6,18422","6,72818","0,17054","-2,90364"
2,P01,Hai,50,"-2,75333","-2,48039","0,72784","7,36902","0,15695","-3,41898"
2,P01,Hai,51,"-3,58891","-0,39744","-1,55863","7,40473","-0,085","-3,62522"
2,P01,Hai,52,"-8,22408","1,7741","-5,05655","6,10226","0,44846","-3,76165"
2,P01,Hai,53,"-11,8513","4,81235","-8,6311","4,00227","0,53879","-3,41498"
2,P01,Hai,54,"-15,80891","4,10845","-12,45703","1,40639","0,17906","-1,80901"
2,P01,Hai,55,"-16,00045","4,5418","-12,49534","-1,31126","-0,31736","0,58515"
2,P01,Hai,56,"-11,03966","4,05817","-6,49547","-4,41848","-0,71252","2,2572"
2,P01,Hai,57,"-7,13233","0,95768","-2,74854","-7,02049","0,5641","2,96253"
2,P01,Hai,58,"-4,37899","-0,59137","-2,09253","-6,6493","1,65233","2,99584"
2,P01,Hai,59,"-1,58017","-4,03902","2,55701","-7,37541","-1,5652","2,50075"
2,P01,Hai,60,"-1,13485","-4,75249","7,65187","-6,76895","-2,18739","2,45838"
3,P01,Hai,1,"-8,2576","6,80911","-1,9417","0,13963","-0,45538","0,10126"
3,P01,Hai,2,"-8,59518","6,63673","-1,91776","0,14789","-0,94194","0,15988"
3,P01,Hai,3,"-8,7125","6,67264","-2,28167","0,08127","-1,05439","0,28591"
3,P01,Hai,4,"-8,08761","7,02459","-5,62159","-0,00213","-1,80395","0,54145"
3,P01,Hai,5,"-8,20493","7,33105","-4,89614","-0,65177","-2,34807","0,88652"
3,P01,Hai,6,"-7,72609","6,40449","-8,70292","-1,73707","-2,34087","0,81458"
3,P01,Hai,7,"-6,40449","2,88501","-8,06128","-3,17943","-2,94574","0,9185"
3,P01,Hai,8,"-3,96959","0,5363","-1,20907","-5,86297","-1,67365","1,45355"
3,P01,Hai,9,"-0,52672","-1,51792","3,97198","-6,93415","-1,77384","1,85884"
3,P01,Hai,10,"0,99838","-2,88262","14,63815","-5,54029","-3,29294","1,76558"
3,P01,Hai,11,"3,66552","-0,51236","25,25165","-3,306","-2,30943","1,57346"
3,P01,Hai,12,"3,34231","2,01592","24,8566","-0,07141","-0,30936","0,33787"
3,P01,Hai,13,"1,27611","2,49236","18,72026","2,71472","1,46394","-0,92009"
3,P01,Hai,14,"-1,56102","0,89304","11,66455","4,48829","1,83619","-1,81914"
3,P01,Hai,15,"-2,46363","-1,26174","6,46913","5,59704","1,50924","-2,39123"
3,P01,Hai,16,"-2,82516","-1,00556","1,99198","6,20564","1,15005","-2,61453"
3,P01,Hai,17,"-5,86819","2,17394","-1,5706","6,10226","1,44796","-2,5727"
3,P01,Hai,18,"-9,36372","5,00628","-3,04303","5,479","2,01446","-2,32329"
3,P01,Hai,19,"-11,54963","5,32949","-7,46512","4,15895","2,27506","-1,6153"
3,P01,Hai,20,"-12,99094","4,75488","-12,98615","2,2596","1,36216","-0,42021"
3,P01,Hai,21,"-11,25754","4,88657","-13,61822","0,18599","0,31043","0,62352"
3,P01,Hai,22,"-8,58321","4,13479","-11,1067","-1,96916","-0,33175","1,24838"
3,P01,Hai,23,"-6,26802","2,42772","-7,09881","-4,06115","-0,59448","1,26436"
3,P01,Hai,24,"-4,18028","0,03352","-4,39575","-5,62955","-0,94461","0,9614"
3,P01,Hai,25,"-2,54264","-2,08296","-2,72221","-6,54379","-1,42451","0,84415"
3,P01,Hai,26,"-1,60172","-2,66475","2,20506","-6,80066","-1,91107","0,98085"
3,P01,Hai,27,"-3,24654","-1,14682","11,36528","-6,71885","-1,52177","1,06025"
3,P01,Hai,28,"-2,58334","-0,17478","19,86469","-5,83153","-1,26436","0,99124"
3,P01,Hai,29,"-3,35428","-1,01754","25,28995","-3,68384","-1,06185","1,17963"
3,P01,Hai,30,"0,10295","-0,50278","25,66824","-0,38211","-1,35816","1,04773"
3,P01,Hai,31,"0,84755","0,87388","21,71541","2,9556","-1,19269","0,07301"
3,P01,Hai,32,"-0,04788","-0,46448","14,27902","4,52746","0,42181","-1,00963"
3,P01,Hai,33,"-0,8667","-2,97599","7,28795","5,6149","1,2244","-1,84072"
3,P01,Hai,34,"-0,80206","-3,69186","0,99838","6,47397","0,77807","-2,45066"
3,P01,Hai,35,"-2,44209","-1,06781","-1,63285","6,78813","0,46738","-2,98545"
3,P01,Hai,36,"-8,98304","1,18513","-2,73178","6,32582","0,67122","-3,73847"
3,P01,Hai,37,"-14,62139","4,07493","-9,31823","4,94368","1,2673","-3,62869"
3,P01,Hai,38,"-19,46965","2,35111","-16,49126","3,73207","1,03281","-1,97129"
3,P01,Hai,39,"-17,3436","4,15633","-16,848","-0,14735","1,01176","1,0853"
3,P01,Hai,40,"-10,81221","3,83551","-9,1674","-3,33158","-0,7008","2,46531"
3,P01,Hai,41,"-5,59764","1,31442","-3,76129","-5,06572","-0,38584","2,72458"
3,P01,Hai,42,"-3,19626","-0,71587","-2,12845","-6,80225","1,24092","2,6052"
3,P01,Hai,43,"-1,42934","-2,61207","0,66319","-7,30187","0,07807","1,86817"
3,P01,Hai,44,"0,12929","-3,17471","8,25281","-7,20648","-1,84285","1,7003"
3,P01,Hai,45,"1,02711","-2,36068","17,02996","-6,3117","-2,954","1,92759"
3,P01,Hai,46,"2,18591","-1,28329","23,15911","-4,2197","-3,15145","1,54522"
3,P01,Hai,47,"4,86262","-0,62249","29,12307","-0,69094","-1,26916","0,14149"
3,P01,Hai,48,"2,50194","-0,24181","21,86146","2,2652","1,37015","-0,98271"
3,P01,Hai,49,"-0,91698","-0,78051","14,95418","4,23142","1,80981","-1,73201"
3,P01,Hai,50,"-3,42131","-1,15161","7,69018","5,57839","1,26543","-2,46211"
3,P01,Hai,51,"-3,77087","-2,26491","2,09253","6,54991","0,94754","-3,03128"
3,P01,Hai,52,"-2,46603","-2,35589","-1,30963","6,98265","1,28648","-2,99477"
3,P01,Hai,53,"-5,27203","-0,35674","-3,77087","6,80572","1,67525","-2,82264"
3,P01,Hai,54,"-9,98143","2,58095","-7,8865","5,72548","2,86794","-2,79999"
3,P01,Hai,55,"-12,3469","4,86023","-11,86088","4,12964","2,32702","-2,15275"
3,P01,Hai,56,"-14,6166","4,37181","-17,42021","1,50685","2,35766","-0,84229"
3,P01,Hai,57,"-12,17212","5,8203","-15,72751","-1,93319","0,90331","0,62938"
3,P01,Hai,58,"-9,77313","4,17549","-8,94953","-3,84159","-1,11062","1,08583"
3,P01,Hai,59,"-6,13873","1,93212","-4,77404","-5,30314","-2,05336","1,15218"
3,P01,Hai,60,"-4,04381","-0,23224","-2,35111","-6,01193","-2,12397","1,41545"
4,P01,Hai,1,"-6,69898","7,08923","-2,95444","0,00187","-0,07754","-0,11511"
4,P01,Hai,2,"-6,70137","7,06289","-2,85868","-0,004","-0,07141","-0,06342"
4,P01,Hai,3,"-6,91685","7,12993","-2,85628","-0,0064","-0,11005","0,01519"
4,P01,Hai,4,"-6,86418","7,20894","-2,66714","-0,01732","-0,26966","0,05729"
4,P01,Hai,5,"-6,73728","7,12036","-2,67193","-0,02238","-0,40236","0,10712"
4,P01,Hai,6,"-6,99107","7,31189","-2,86347","-0,01652","-0,54225","0,11005"
4,P01,Hai,7,"-7,15387","7,53695","-3,055","-0,02798","-1,13113","0,07994"
4,P01,Hai,8,"-7,46751","7,71891","-3,56018","-0,15215","-1,57373","0,17107"
4,P01,Hai,9,"-7,29753","7,87692","-3,63919","-0,34613","-2,18952","0,2614"
4,P01,Hai,10,"-6,37097","7,98466","-6,5242","-0,72451","-2,85381","0,16254"
4,P01,Hai,11,"-6,06451","6,90009","-5,94959","-1,50391","-3,73687","0,17373"
4,P01,Hai,12,"-6,03099","5,64074","-4,49631","-2,91297","-3,22926","0,18572"
4,P01,Hai,13,"-4,82432","3,18908","-2,02789","-4,01879","-2,81011","0,24728"
4,P01,Hai,14,"-2,6025","1,4461","2,96881","-4,81471","-2,09892","0,6531"
4,P01,Hai,15,"-2,61447","1,20907","9,05008","-5,30607","-1,66459","1,05919"
4,P01,Hai,16,"-1,54187","-0,49799","14,97094","-4,89572","-2,02698","1,22226"
4,P01,Hai,17,"2,64559","-1,76213","19,99637","-2,70699","-3,33744","1,20974"
4,P01,Hai,18,"4,75249","0,7829","22,75449","0,94328","-3,62123","0,18279"
4,P01,Hai,19,"2,51152","2,05662","17,81047","3,24418","-0,14282","-1,57613"
4,P01,Hai,20,"-0,7829","0,89543","9,60075","4,68734","2,64411","-2,85115"
4,P01,Hai,21,"-2,52588","-0,59616","2,85389","6,02738","3,8312","-3,37048"
4,P01,Hai,22,"-4,09169","-0,47645","-0,20351","7,45882","4,3953","-3,31"
4,P01,Hai,23,"-7,35259","-1,25217","-3,36146","8,18173","4,98605","-3,41045"
4,P01,Hai,24,"-8,18338","1,80044","-15,07868","7,34664","4,85575","-2,16687"
4,P01,Hai,25,"-7,54413","2,54504","-20,70745","4,24022","3,69424","0,17746"
4,P01,Hai,26,"-10,14423","6,45716","-21,48078","-1,33444","-0,05596","0,95074"
4,P01,Hai,27,"-7,37654","3,20584","-11,00375","-3,97828","-4,61993","0,61606"
4,P01,Hai,28,"-4,84826","-0,9074","-6,34703","-6,58509","-3,39207","0,85455"
4,P01,Hai,29,"-2,22182","-3,96719","-3,08134","-8,06262","-2,71685","1,35923"
4,P01,Hai,30,"-0,64883","-4,81713","0,55545","-8,47537","-3,0502","1,66459"
4,P01,Hai,31,"0,60094","-3,00472","12,32774","-7,81828","-3,8336","1,98968"
4,P01,Hai,32,"0,85712","-0,9074","21,02827","-6,10945","-3,19648","2,00726"
4,P01,Hai,33,"3,37822","-0,06225","29,84133","-2,54418","-2,80079","1,3507"
4,P01,Hai,34,"3,54102","1,07739","26,99702","1,44929","-0,10206","-0,08633"
4,P01,Hai,35,"0,4142","0,72544","17,49683","4,06542","2,53086","-1,1362"
4,P01,Hai,36,"-2,08056","-0,73981","9,25838","5,55201","3,53702","-1,50445"
4,P01,Hai,37,"-2,70545","-1,74058","2,6025","6,46971","3,67745","-1,47993"
4,P01,Hai,38,"-0,40462","-2,16915","-0,80924","7,11588","4,03504","-1,01522"
4,P01,Hai,39,"-1,10612","-0,43574","-5,13796","7,14652","5,13873","-0,348"
4,P01,Hai,40,"-6,89051","2,99515","-10,51055","6,74949","5,18216","-0,2574"
4,P01,Hai,41,"-5,81073","4,9943","-17,42979","5,76971","2,32835","-0,33361"
4,P01,Hai,42,"-8,17141","4,28562","-22,10806","2,42881","0,33201","-0,15375"
4,P01,Hai,43,"-9,34696","4,6663","-20,07778","-2,94974","-1,30993","-0,22276"
4,P01,Hai,44,"-5,86101","0,79966","-11,36049","-5,78304","-4,70626","-0,22969"
4,P01,Hai,45,"-4,01986","-2,61207","-5,21936","-7,71515","-4,89811","0,24754"
4,P01,Hai,46,"-1,43413","-5,05177","-1,78847","-8,41542","-4,62339","0,93022"
4,P01,Hai,47,"1,36709","-4,52265","4,69982","-8,20598","-3,99347","1,60251"
4,P01,Hai,48,"1,20668","-3,05021","10,65659","-7,23392","-3,21807","1,84072"
4,P01,Hai,49,"1,54905","-1,28808","22,98434","-5,35909","-4,09873","1,20015"
4,P01,Hai,50,"4,01268","-1,42216","28,71366","-2,46158","-2,70406","0,37411"
4,P01,Hai,51,"4,85305","-1,96085","26,89167","1,6907","0,45538","-0,74023"
4,P01,Hai,52,"0,43335","-1,37427","18,64365","4,34281","3,15838","-1,26516"
4,P01,Hai,53,"-2,91614","-2,06141","9,54568","6,05723","3,53569","-1,75359"
4,P01,Hai,54,"-2,57856","-3,16513","3,66792","7,48866","2,8213","-2,36725"
4,P01,Hai,55,"-0,77093","-3,31836","-1,62327","8,15482","3,65533","-2,32062"
4,P01,Hai,56,"-2,04225","-1,8172","-4,44843","8,11938","4,96713","-2,05176"
4,P01,Hai,57,"-8,76278","1,68791","-15,24388","6,52433","5,51631","-1,56174"
4,P01,Hai,58,"-11,2743","2,43011","-19,39303","3,63641","2,21191","-0,95953"
4,P01,Hai,59,"-13,36443","3,2202","-22,46479","-0,11884","-0,52999","-0,15855"
4,P01,Hai,60,"-9,27274","2,66953","-15,66047","-3,40033","-2,59081","0,59021"
5,P01,Hai,1,"-5,37259","8,08522","-4,2928","-0,16947","-0,24754","0,04024"
5,P01,Hai,2,"-5,48033","8,15705","-4,52025","-0,2995","-0,63178","0,07834"
5,P01,Hai,3,"-5,4923","8,2169","-4,39815","-0,47004","-0,98298","0,10285"
5,P01,Hai,4,"-5,40611","8,27197","-4,06535","-0,65949","-1,09996","0,12044"
5,P01,Hai,5,"-5,31273","8,15465","-3,88818","-0,83589","-1,09276","0,15535"
5,P01,Hai,6,"-5,35104","8,01579","-3,7972","-1,02508","-1,05572","0,15508"
5,P01,Hai,7,"-5,14035","7,85538","-4,97036","-1,22946","-1,7416","0,14389"
5,P01,Hai,8,"-5,06852","7,75003","-4,2138","-1,64994","-2,56337","0,22862"
5,P01,Hai,9,"-5,36541","7,00783","-5,43244","-2,28678","-2,26147","0,24994"
5,P01,Hai,10,"-5,81312","5,14035","-5,75566","-3,10962","-2,47171","0,35839"
5,P01,Hai,11,"-5,11401","2,28886","-3,87142","-4,61966","-1,88149","0,71732"
5,P01,Hai,12,"-3,08613","-1,09415","-0,87867","-6,21364","-1,23772","1,20548"
5,P01,Hai,13,"-1,04387","-2,91614","8,00861","-6,97412","-1,42851","1,73813"
5,P01,Hai,14,"0,73023","-4,48673","15,68441","-6,93096","-1,41358","1,92146"
5,P01,Hai,15,"4,7477","-5,86819","24,44959","-4,15229","-2,6116","1,99714"
5,P01,Hai,16,"6,74686","-0,84036","32,63536","0,08474","-2,38857","0,69147"
5,P01,Hai,17,"4,72855","0,43574","23,09926","3,25058","0,91796","-1,75732"
5,P01,Hai,18,"0,72544","-1,1157","14,09706","5,23865","2,11838","-3,24311"
5,P01,Hai,19,"-1,97043","-2,40617","6,90967","6,70793","0,89105","-4,19625"
5,P01,Hai,20,"-2,74376","-3,78523","2,00874","7,68451","0,35226","-4,82297"
5,P01,Hai,21,"-3,82354","-4,19704","-0,91459","7,84679","0,26966","-4,7004"
5,P01,Hai,22,"-8,76517","-2,74854","-3,36385","7,28801","0,22276","-4,24022"
5,P01,Hai,23,"-13,91271","0,6201","-11,43231","5,67938","0,97445","-3,30973"
5,P01,Hai,24,"-16,16326","1,1995","-16,62055","4,18906","0,69067","-1,6915"
5,P01,Hai,25,"-16,08664","3,64876","-17,48246","0,32508","0,13057","0,68534"
5,P01,Hai,26,"-11,67413","2,55461","-13,67329","-4,03771","-0,44259","2,29477"
5,P01,Hai,27,"-6,41167","-0,58179","-4,7501","-6,20991","-0,89292","3,17437"
5,P01,Hai,28,"-3,53624","-2,81079","-2,09971","-8,27579","1,26916","3,51224"
5,P01,Hai,29,"-2,8491","-5,03022","-1,11091","-8,41702","-0,75809","2,66516"
5,P01,Hai,30,"-0,91219","-5,90889","8,11156","-7,90914","-2,67448","2,73897"
5,P01,Hai,31,"0,48602","-3,56497","15,3205","-6,67835","-2,59961","3,24898"
5,P01,Hai,32,"3,39019","-2,9712","22,79041","-5,12727","-1,63954","3,36995"
5,P01,Hai,33,"6,10761","-1,76213","27,80147","-2,63745","-1,67312","2,71898"
5,P01,Hai,34,"7,3502","-0,28012","26,58282","1,27023","-1,473","0,46151"
5,P01,Hai,35,"5,85143","-1,32399","21,49754","4,0886","0,77407","-1,98888"
5,P01,Hai,36,"1,46046","-2,92571","13,22318","5,51844","1,30913","-3,26443"
5,P01,Hai,37,"-1,1995","-4,01029","7,42203","6,89418","0,13616","-4,18426"
5,P01,Hai,38,"-3,5506","-5,04219","3,02867","7,53929","0,04903","-4,68521"
5,P01,Hai,39,"-4,9943","-5,26006","-0,99599","7,51691","0,49082","-4,54185"
5,P01,Hai,40,"-10,75715","-0,76854","-9,60554","6,7463","0,37118","-3,91966"
5,P01,Hai,41,"-11,82496","1,67834","-11,64061","4,74836","1,14446","-2,76801"
5,P01,Hai,42,"-14,75547","5,9448","-17,40824","1,17963","0,95447","-0,77301"
5,P01,Hai,43,"-13,02206","6,63912","-13,8337","-1,90947","-0,9971","0,7802"
5,P01,Hai,44,"-10,62307","4,78601","-7,85777","-4,48723","-1,53696","1,72748"
5,P01,Hai,45,"-7,52976","1,41258","-3,10289","-6,10199","-0,26753","2,59321"
5,P01,Hai,46,"-4,30477","-1,52989","0,31843","-7,46042","2,03711","3,31426"
5,P01,Hai,47,"-4,74052","-3,53863","2,37026","-8,07754","1,048","2,83116"
5,P01,Hai,48,"-1,52032","-5,02782","10,88165","-7,41272","-2,17833","2,3971"
5,P01,Hai,49,"1,51314","-4,82432","17,14488","-6,14089","-2,54472","3,00383"
5,P01,Hai,50,"5,32231","-3,15077","23,8247","-3,26923","-3,41632","2,89618"
5,P01,Hai,51,"9,07642","-0,96007","27,98582","0,15242","-1,56174","1,24251"
5,P01,Hai,52,"6,69658","-0,03591","21,8423","2,78","1,04027","-1,22919"
5,P01,Hai,53,"2,40138","-1,37667","15,773","4,55198","1,36136","-3,01476"
5,P01,Hai,54,"-1,80523","-2,25773","9,02135","5,83366","0,52147","-4,18479"
5,P01,Hai,55,"-3,62482","-3,38301","4,9129","6,90484","0,0914","-4,84828"
5,P01,Hai,56,"-4,94403","-3,80439","0,85234","7,39886","0,42634","-4,77554"
5,P01,Hai,57,"-7,87692","-2,09732","-1,72622","7,31626","0,59448","-3,97162"
5,P01,Hai,58,"-10,4483","0,13647","-8,06607","6,02125","2,46451","-3,06512"
5,P01,Hai,59,"-11,98537","3,45723","-14,09467","4,3508","1,31126","-1,66779"
