Gesture ID,Label,Timestep,Acceleration X,Acceleration Y,Acceleration Z,Gyroscope X,Gyroscope Y,Gyroscope Z
5,Hai,38,"-3,5506","-5,04219","3,02867","7,53929","0,04903","-4,68521"
5,Hai,39,"-4,9943","-5,26006","-0,99599","7,51691","0,49082","-4,54185"
5,Hai,40,"-10,75715","-0,76854","-9,60554","6,7463","0,37118","-3,91966"
5,Hai,41,"-11,82496","1,67834","-11,64061","4,74836","1,14446","-2,76801"
5,Hai,42,"-14,75547","5,9448","-17,40824","1,17963","0,95447","-0,77301"
5,Hai,43,"-13,02206","6,63912","-13,8337","-1,90947","-0,9971","0,7802"
5,Hai,44,"-10,62307","4,78601","-7,85777","-4,48723","-1,53696","1,72748"
5,Hai,45,"-7,52976","1,41258","-3,10289","-6,10199","-0,26753","2,59321"
5,Hai,46,"-4,30477","-1,52989","0,31843","-7,46042","2,03711","3,31426"
5,Hai,47,"-4,74052","-3,53863","2,37026","-8,07754","1,048","2,83116"
5,Hai,48,"-1,52032","-5,02782","10,88165","-7,41272","-2,17833","2,3971"
5,Hai,49,"1,51314","-4,82432","17,14488","-6,14089","-2,54472","3,00383"
5,Hai,50,"5,32231","-3,15077","23,8247","-3,26923","-3,41632","2,89618"
5,Hai,51,"9,07642","-0,96007","27,98582","0,15242","-1,56174","1,24251"
5,Hai,52,"6,69658","-0,03591","21,8423","2,78","1,04027","-1,22919"
5,Hai,53,"2,40138","-1,37667","15,773","4,55198","1,36136","-3,01476"
5,Hai,54,"-1,80523","-2,25773","9,02135","5,83366","0,52147","-4,18479"
5,Hai,55,"-3,62482","-3,38301","4,9129","6,90484","0,0914","-4,84828"
5,Hai,56,"-4,94403","-3,80439","0,85234","7,39886","0,42634","-4,77554"
5,Hai,57,"-7,87692","-2,09732","-1,72622","7,31626","0,59448","-3,97162"
5,Hai,58,"-10,4483","0,13647","-8,06607","6,02125","2,46451","-3,06512"
5,Hai,59,"-11,98537","3,45723","-14,09467","4,3508","1,31126","-1,66779"
5,Hai,60,"-13,80257","6,38534","-17,07784","1,32832","0,77487","-0,1287"
6,Hai,1,"-6,66785","7,19697","0,85952","0,05889","-0,09273","-0,0016"
6,Hai,2,"-6,73728","7,27358","0,90022","0,05436","-0,03837","0,00133"
6,Hai,3,"-6,80911","7,28556","0,96726","0,07887","-0,11751","0,0056"
6,Hai,4,"-6,96713","7,39569","1,10612","0,10765","-0,18812","0,03224"
6,Hai,5,"-6,87136","7,34062","0,8691","0,18626","-0,23555","0,08127"
6,Hai,6,"-6,85221","7,49385","0,9481","0,259","-0,26593","0,14762"
6,Hai,7,"-6,81869","7,58722","0,29209","0,27845","-0,25394","0,15242"
6,Hai,8,"-6,69179","7,53934","0,26097","0,28272","-0,60967","0,14096"
6,Hai,9,"-6,47871","7,37175","0,37589","0,17587","-0,55398","0,18306"
6,Hai,10,"-6,37576","7,53216","0,30167","0,0453","-0,28192","0,20544"
6,Hai,11,"-6,26563","7,60638","-0,16999","-0,07994","-0,26886","0,16041"
6,Hai,12,"-6,32548","7,41245","-1,5706","-0,29018","-0,85295","0,16814"
6,Hai,13,"-6,92403","7,72848","-4,31675","-0,70506","-1,20414","0,24248"
6,Hai,14,"-6,8115","6,28717","-4,09887","-1,62542","-1,20974","0,45139"
6,Hai,15,"-6,59842","4,5825","-3,18668","-3,26576","-1,08717","0,54918"
