Gesture ID,Label,Timestep,Acceleration X,Acceleration Y,Acceleration Z,Gyroscope X,Gyroscope Y,Gyroscope Z
34,Hai,44,"-3,98395","1,27372","5,85622","-7,33305","-2,1698","2,98704"
34,Hai,45,"-1,95367","-0,16999","10,86728","-6,76442","-1,303","3,77471"
34,Hai,46,"3,31358","-1,46765","14,97334","-3,89648","-3,59964","2,67848"
34,Hai,47,"13,72596","-0,10534","27,02814","-0,37278","-3,98068","1,0821"
34,Hai,48,"9,61033","0,88107","19,67794","1,93319","0,3965","-1,29048"
34,Hai,49,"2,75573","1,16358","12,60787","3,81388","2,15835","-3,27163"
34,Hai,50,"-4,07733","1,41497","7,33344","5,33911","2,2652","-4,63858"
34,Hai,51,"-9,48343","0,95289","1,92015","6,72018","2,12184","-5,65433"
34,Hai,52,"-10,18493","-1,21865","-7,7644","7,05246","3,11868","-4,779"
34,Hai,53,"-8,47547","-3,0143","-10,74757","6,28692","4,81231","-1,12127"
34,Hai,54,"-14,29338","3,88818","-21,6771","-0,5665","4,32069","0,65656"
34,Hai,55,"-8,18099","2,95923","-11,51372","-5,89628","-0,86041","1,59718"
34,Hai,56,"-5,96396","0,50518","-0,38307","-5,73694","-4,92503","1,45648"
34,Hai,57,"-5,46596","2,90896","3,0981","-7,36715","-2,5727","2,52766"
34,Hai,58,"-3,64876","1,14682","9,21528","-7,05886","-1,18416","3,62016"
34,Hai,59,"-0,34955","0,19632","9,86172","-5,45768","-2,41042","3,20368"
34,Hai,60,"11,05642","-1,09415","23,70978","-1,87776","-5,11315","2,1285"
35,Hai,1,"-2,86825","5,4516","-11,79384","-0,21957","-2,48716","0,24594"
35,Hai,2,"-3,15556","5,6575","-12,24634","-0,90624","-3,98548","-0,02531"
35,Hai,3,"-3,71101","5,66708","-11,07079","-1,55268","-5,84512","-0,14575"
35,Hai,4,"-4,36702","5,6982","-10,67335","-2,38404","-6,21204","-0,2129"
35,Hai,5,"-4,77643","4,64715","-10,36689","-3,35743","-7,09483","-0,20065"
35,Hai,6,"-6,18422","3,4692","-7,28077","-4,66389","-8,50575","0,14895"
35,Hai,7,"-5,23133","2,48518","-1,96325","-6,0058","-7,96856","1,21747"
35,Hai,8,"-2,56898","0,32082","3,48835","-6,43773","-5,01696","2,40722"
35,Hai,9,"1,46765","-1,58017","7,13233","-6,78067","-1,40852","3,27029"
35,Hai,10,"6,00466","-3,80918","15,46894","-4,6074","-2,4765","3,10775"
35,Hai,11,"12,63899","-1,40779","26,98265","-0,68747","-4,06195","1,36615"
35,Hai,12,"10,14423","0,1221","20,64999","2,28065","0,42074","-1,71762"
35,Hai,13,"3,11486","-0,51236","13,23994","4,80219","2,57643","-3,83546"
35,Hai,14,"-3,45962","-1,01514","7,32147","6,53126","3,03288","-5,11288"
35,Hai,15,"-7,85298","-3,37822","2,40378","7,99014","3,73847","-5,40013"
35,Hai,16,"-10,37168","-4,64475","-10,14663","8,19159","4,83523","-3,67851"
35,Hai,17,"-13,05798","-0,74699","-16,85039","6,39936","5,00896","-0,60727"
35,Hai,18,"-12,36605","5,06374","-22,71619","-0,09912","2,68621","1,15325"
35,Hai,19,"-9,24162","3,83312","-12,92151","-3,84132","-3,03101","0,70986"
35,Hai,20,"-6,17465","0,67995","-4,29999","-6,29518","-3,4419","1,16524"
35,Hai,21,"-4,15155","-0,29928","-0,43335","-7,30294","-2,19672","1,97236"
35,Hai,22,"-2,91374","-0,85234","6,64391","-7,42444","-1,50445","2,81677"
35,Hai,23,"-1,36469","0,01915","12,31338","-6,80359","-1,64034","3,31293"
35,Hai,24,"3,59609","-1,02472","16,40268","-4,29804","-4,07981","2,44426"
35,Hai,25,"13,40035","0,49799","28,71845","-0,14709","-4,48643","0,6507"
35,Hai,26,"8,21451","0,86191","19,80963","2,58442","0,78846","-1,69923"
35,Hai,27,"1,23541","0,94332","12,73715","4,33801","2,59881","-3,47254"
35,Hai,28,"-5,4899","0,78769","6,70616","6,11745","2,58282","-4,64071"
35,Hai,29,"-10,09156","-0,0431","-0,39025","7,32452","2,55031","-5,12354"
35,Hai,30,"-12,25592","-1,92015","-13,22796","7,62003","3,14479","-3,55408"
35,Hai,31,"-10,20888","1,73819","-12,35647","5,63355","5,98741","0,02132"
35,Hai,32,"-11,20965","4,55856","-21,30121","-2,81464","2,93109","0,71465"
35,Hai,33,"-6,79474","2,59771","-11,7268","-5,1795","-2,49809","0,54758"
35,Hai,34,"-5,89931","0,84515","0,1652","-6,48357","-5,16724","1,26383"
35,Hai,35,"-4,57053","0,77333","2,5618","-7,15159","-2,9207","2,34993"
35,Hai,36,"-3,2202","1,08697","10,13944","-6,62106","-1,27982","3,18369"
35,Hai,37,"0,64165","0,04788","15,49288","-4,83603","-2,32089","2,62865"
35,Hai,38,"8,44435","1,16119","23,69541","-1,48366","-4,28712","1,29234"
35,Hai,39,"8,16183","2,31759","21,20305","1,9124","-0,45592","-0,88892"
35,Hai,40,"2,36547","1,94649","14,49929","3,99241","1,94784","-2,45252"
35,Hai,41,"-2,91853","1,42934","8,12592","5,33618","2,78853","-3,41925"
35,Hai,42,"-7,05332","0,5387","1,98","6,80332","3,01183","-4,01186"
35,Hai,43,"-9,39006","0,59855","-6,90248","7,3453","3,50132","-3,59538"
35,Hai,44,"-8,01818","-0,75178","-13,11304","6,7884","5,37588","-1,19295"
35,Hai,45,"-10,23521","3,76368","-19,49359","1,67152","5,79689","0,58862"
35,Hai,46,"-7,66384","4,42688","-18,48563","-4,10139","-1,78397","0,09459"
35,Hai,47,"-5,02064","1,1133","-3,33273","-5,25997","-6,71512","0,24488"
35,Hai,48,"-6,14113","1,2809","-0,97923","-7,16571","-3,68145","1,46634"
35,Hai,49,"-3,69904","1,05345","6,04057","-7,0093","-2,0928","2,63158"
35,Hai,50,"-3,68228","2,2721","11,3126","-6,11372","-1,63741","2,98545"
35,Hai,51,"3,43807","0,83318","18,04031","-3,69344","-4,13523","1,80368"
35,Hai,52,"9,60075","1,87705","24,29875","-0,28298","-2,41921","0,17933"
35,Hai,53,"5,99987","1,99916","18,93095","2,53006","0,79619","-1,5628"
35,Hai,54,"-0,67277","1,98958","12,04523","4,1712","2,80025","-2,88366"
35,Hai,55,"-6,01663","1,8579","5,45639","5,71242","3,21913","-3,7406"
35,Hai,56,"-9,75158","1,29766","-0,47166","6,75909","3,32039","-3,84079"
35,Hai,57,"-9,55287","1,21865","-9,41161","6,71059","4,3913","-2,4837"
35,Hai,58,"-6,90727","1,6927","-12,80659","4,99644","6,4404","0,41328"
35,Hai,59,"-9,165","4,88657","-20,59732","-1,79462","3,03794","0,55611"
35,Hai,60,"-5,97832","2,98796","-12,22001","-3,23086","-5,16431","-0,0405"
36,Hai,1,"0,35195","0,9912","14,40591","-1,54388","-1,16711","1,50418"
36,Hai,2,"3,75171","1,06303","16,89828","0,263","-1,51884","0,58675"
36,Hai,3,"5,35822","0,60094","16,76181","2,14742","-0,84682","-0,82017"
36,Hai,4,"3,15556","0,96726","13,44584","3,998","-0,19265","-2,60014"
36,Hai,5,"-0,21548","0,35434","9,79707","5,8246","0,20544","-4,42115"
36,Hai,6,"-3,82115","-0,16041","6,56251","7,31706","1,218","-5,70656"
36,Hai,7,"-9,30387","-1,63524","-1,41976","7,98668","2,84795","-5,74813"
36,Hai,8,"-13,1298","-2,88501","-12,77307","7,41139","3,4816","-3,80322"
36,Hai,9,"-17,61414","3,80199","-20,01792","4,02252","5,64128","-0,17427"
36,Hai,10,"-12,68687","6,25126","-17,52556","-3,74353","1,18602","1,16657"
36,Hai,11,"-7,40527","2,01831","-6,99586","-5,45129","-1,80102","1,11861"
36,Hai,12,"-5,71975","-0,47405","-1,53708","-7,68425","-1,80981","1,97475"
36,Hai,13,"-4,15155","-1,24259","3,99832","-7,95071","-1,59904","2,83889"
36,Hai,14,"-1,96803","-0,62968","11,79144","-7,58832","-1,29234","3,49998"
36,Hai,15,"1,35272","-1,46286","14,08988","-5,75692","-2,90338","2,88952"
36,Hai,16,"13,53682","-0,45969","28,22285","-1,23026","-5,54722","1,37841"
36,Hai,17,"8,83939","1,46765","21,51908","1,82793","0,54918","-1,06905"
36,Hai,18,"2,98796","1,19471","14,5759","4,25274","2,16527","-3,18556"
36,Hai,19,"-3,37582","1,10133","7,27598","5,59651","2,51274","-4,32842"
36,Hai,20,"-9,40682","0,80924","1,20907","7,41512","1,25904","-5,16751"
36,Hai,21,"-10,26394","-0,16281","-7,7644","7,55741","1,34084","-4,95114"
36,Hai,22,"-8,47069","-1,20907","-6,62954","7,15825","2,71072","-2,02591"
36,Hai,23,"-14,31014","3,45244","-18,92377","1,18043","5,71029","0,20091"
36,Hai,24,"-7,74285","2,30322","-13,7906","-5,25864","0,73357","1,14046"
36,Hai,25,"-6,33266","0,44532","-4,22098","-5,14566","-4,64231","0,97658"
36,Hai,26,"-5,93044","0,91698","-0,97444","-7,57126","-2,22656","1,97182"
36,Hai,27,"-3,81875","0,47645","6,98389","-7,23499","-1,77784","2,9103"
36,Hai,28,"-2,64559","1,41737","11,53287","-7,18063","-0,5625","3,55568"
36,Hai,29,"2,54025","-0,87388","15,93102","-4,28818","-3,26683","2,24202"
36,Hai,30,"11,50653","1,00796","28,65859","-0,15668","-3,82214","0,60221"
36,Hai,31,"7,02698","1,64242","19,90779","2,47597","0,57876","-1,48073"
36,Hai,32,"0,46448","1,901","12,61744","4,27726","2,38084","-2,9183"
36,Hai,33,"-5,2457","2,14281","5,54018","5,59784","2,37311","-3,8765"
36,Hai,34,"-9,27753","2,01592","0,18914","6,77454","1,11088","-4,33401"
36,Hai,35,"-9,60075","0,76854","-4,51786","6,60241","1,15112","-3,73101"
36,Hai,36,"-11,01812","0,27294","-8,09719","5,42677","2,61506","-1,62142"
36,Hai,37,"-12,15297","4,13718","-14,82011","0,67308","3,70969","0,54758"
36,Hai,38,"-7,92241","3,15556","-11,29584","-3,81628","0,11671","1,16604"
36,Hai,39,"-6,0717","2,62644","-3,57933","-5,65806","-2,74403","1,40079"
36,Hai,40,"-4,67588","2,50194","2,78446","-6,77161","-2,86261","2,04936"
36,Hai,41,"-3,7589","3,40934","9,69891","-7,34237","-1,16497","3,1304"
36,Hai,42,"-1,38385","0,65122","8,60476","-5,39427","-3,03074","1,94464"
36,Hai,43,"10,38844","0,38307","26,90125","-1,53749","-5,77904","1,0861"
36,Hai,44,"6,17704","2,59531","20,09214","1,06025","-0,0842","-0,45032"
36,Hai,45,"2,70545","1,9824","14,11861","2,98331","2,15994","-1,99794"
36,Hai,46,"-2,39899","1,87227","8,42759","4,38384","2,42321","-2,92842"
36,Hai,47,"-7,434","2,90656","2,23858","5,7817","1,72295","-3,81734"
36,Hai,48,"-8,15226","2,48758","-0,69432","6,1806","1,06851","-4,18586"
36,Hai,49,"-11,92791","2,83713","-8,45871","5,49206","1,67845","-3,14346"
36,Hai,50,"-9,34696","1,78368","-10,21845","3,47627","4,31589","-0,89931"
36,Hai,51,"-11,57596","4,9943","-14,51604","-1,81248","3,29348","0,58115"
36,Hai,52,"-7,8458","3,06937","-9,24162","-4,19785","-1,22253","1,02481"
36,Hai,53,"-6,32788","1,90818","-0,62249","-6,36925","-3,31319","1,77384"
36,Hai,54,"-5,88734","2,86107","5,91368","-6,74044","-2,81278","2,61107"
36,Hai,55,"-3,66552","2,19309","9,03093","-6,75909","-1,37068","3,3465"
36,Hai,56,"1,49877","-0,19393","12,00213","-3,72515","-4,0934","2,14715"
36,Hai,57,"11,08515","2,19069","26,69535","-0,01759","-4,11898","0,96326"
36,Hai,58,"5,45639","2,94966","17,674","1,83246","1,37628","-0,94701"
36,Hai,59,"0,84755","2,8922","11,55921","3,37501","2,92043","-2,46025"
36,Hai,60,"-4,74531","3,45483","5,28879","4,46485","3,06085","-3,18476"
37,Hai,1,"-5,54258","3,4261","1,17795","-4,33508","-1,62515","1,00137"
37,Hai,2,"-4,39575","3,2202","4,97276","-4,84322","-1,57373","1,37948"
37,Hai,3,"-2,88741","3,2202","10,00537","-4,89145","-1,88309","1,65233"
37,Hai,4,"-1,31442","2,60968","11,2743","-3,658","-3,04593","1,03041"
37,Hai,5,"6,19859","1,50356","20,47042","-0,49082","-4,59141","-0,18253"
37,Hai,6,"4,89614","2,0662","17,74343","1,91613","-0,69094","-1,36722"
37,Hai,7,"1,48201","1,3216","12,76828","3,92686","1,5708","-2,62945"
37,Hai,8,"-1,97043","0,87867","7,33583","5,64767","2,62466","-3,46375"
37,Hai,9,"-7,67342","1,60172","1,07021","7,17797","2,28518","-4,20318"
37,Hai,10,"-11,34133","1,44849","-6,01423","7,30933","2,53885","-4,52906"
37,Hai,11,"-8,93756","-0,76136","-10,38844","6,11878","4,25994","-2,07974"
37,Hai,12,"-13,73554","4,50349","-20,21185","0,92542","5,56294","0,36665"
37,Hai,13,"-10,31183","4,7908","-17,40585","-3,5626","-0,76635","0,81857"
37,Hai,14,"-7,29274","1,29287","-3,65116","-5,16777","-5,3543","1,13113"
37,Hai,15,"-5,73651","0,13408","-1,34554","-6,74257","-3,01262","2,16927"
37,Hai,16,"-3,9217","0,29688","4,93924","-7,22113","-1,13353","3,02382"
37,Hai,17,"-1,74777","0,57461","12,59829","-6,80039","-0,53905","3,44589"
37,Hai,18,"0,6608","0,09816","12,05241","-4,85841","-3,01289","2,24788"
37,Hai,19,"13,09628","0,65601","28,31622","-0,15801","-6,52727","0,51241"
37,Hai,20,"7,1419","1,75256","18,01397","2,42721","0,32482","-1,54921"
37,Hai,21,"1,75734","1,3623","12,32774","4,57223","2,8682","-3,17623"
37,Hai,22,"-3,58891","1,13964","6,08367","5,82913","3,77497","-3,97908"
37,Hai,23,"-10,3645","2,46363","-2,85628","7,49612","3,24311","-4,53892"
37,Hai,24,"-10,18972","0,53151","-10,13466","7,58752","2,38457","-3,67851"
37,Hai,25,"-12,30859","0,30646","-16,68998","4,38118","4,71905","-0,65123"
37,Hai,26,"-12,97657","4,60884","-19,99877","-3,07178","2,58122","0,69467"
37,Hai,27,"-7,31668","1,46765","-8,59279","-4,33934","-4,61913","0,82284"
37,Hai,28,"-5,96635","-0,10295","-0,826","-6,61387","-3,46321","1,88629"
37,Hai,29,"-3,31118","1,08697","6,95516","-7,06659","-2,65263","3,04114"
37,Hai,30,"-3,43329","2,48518","11,50175","-7,13986","-1,02695","3,69717"
37,Hai,31,"2,14281","0,07422","13,41471","-3,62922","-4,09819","1,74639"
37,Hai,32,"11,51132","2,32956","26,31228","0,51054","-3,47893","0,15242"
37,Hai,33,"4,8291","2,09971","16,98207","2,79119","1,11301","-1,79622"
37,Hai,34,"-0,22505","1,47962","8,92798","4,12058","3,07817","-2,93482"
37,Hai,35,"-4,56574","2,01831","4,27604","5,53336","3,01822","-3,58738"
37,Hai,36,"-8,65504","1,58736","0,90022","6,46704","2,19165","-4,00466"
37,Hai,37,"-10,63744","2,29125","-5,83228","6,25467","1,8226","-3,42617"
37,Hai,38,"-9,47146","1,31681","-9,50498","4,98764","3,47707","-1,0925"
37,Hai,39,"-12,13621","4,9967","-16,81927","0,9153","3,20874","0,48017"
37,Hai,40,"-9,56484","5,56412","-14,99249","-2,49782","-1,66619","0,66855"
37,Hai,41,"-7,78116","3,16753","-6,36379","-4,83736","-3,86717","1,26277"
37,Hai,42,"-7,37414","2,66475","-2,21464","-6,37858","-2,64597","2,04164"
37,Hai,43,"-5,0781","2,31519","4,63517","-7,07298","-0,5673","2,80931"
37,Hai,44,"-3,3878","1,40061","9,96946","-6,79932","-0,20784","3,24898"
37,Hai,45,"-0,94571","-0,04549","10,63504","-4,98205","-2,42401","2,49169"
37,Hai,46,"9,12909","-0,11971","23,49669","-1,36242","-5,69111","1,25131"
37,Hai,47,"7,79791","1,55623","19,06024","1,04773","-0,56597","-0,54758"
37,Hai,48,"3,27527","1,68073","14,35324","3,06752","1,9108","-2,23029"
37,Hai,49,"-2,38223","1,901","9,32302","4,11711","2,85728","-3,34597"
37,Hai,50,"-6,37097","1,8579","3,75171","5,60797","2,61799","-4,17653"
37,Hai,51,"-9,18655","1,45807","-1,62087","6,15688","2,18313","-4,02358"
37,Hai,52,"-10,74278","-0,20111","-6,92403","5,55441","2,18553","-2,77787"
37,Hai,53,"-13,7499","3,68707","-13,17529","3,2242","4,1331","0,14682"
37,Hai,54,"-12,78743","5,3247","-13,83609","-1,80608","1,40266","0,95633"
37,Hai,55,"-9,32302","3,7972","-7,78116","-3,83493","-2,49729","1,16124"
37,Hai,56,"-6,57448","2,73178","-1,16598","-5,33991","-3,41232","2,0443"
37,Hai,57,"-4,44843","2,59771","5,37977","-5,89602","-1,87643","2,77201"
37,Hai,58,"-2,2314","2,03268","10,34295","-5,7428","-0,99657","3,25857"
37,Hai,59,"1,79805","0,31843","9,93594","-3,59458","-3,84719","2,00513"
37,Hai,60,"12,1386","1,87705","22,76167","-0,093","-6,20964","0,6904"
38,Hai,1,"0,33758","2,46603","9,17219","4,14775","-0,20518","-2,30277"
38,Hai,2,"-2,58334","3,05261","7,28077","5,12994","1,36136","-3,32412"
38,Hai,3,"-7,20415","3,60806","3,31597","5,80462","3,16131","-3,84319"
38,Hai,4,"-9,77553","3,54821","-4,6232","5,84619","4,42834","-3,09363"
38,Hai,5,"-9,02135","2,66235","-10,47463","4,85761","4,31376","-1,33817"
38,Hai,6,"-11,32218","6,61518","-15,26304","1,12474","2,98358","0,52067"
38,Hai,7,"-10,05804","6,01663","-12,91911","-2,46105","-2,16661","0,53586"
38,Hai,8,"-7,89368","2,66235","-5,99269","-4,76115","-3,7017","1,08424"
38,Hai,9,"-6,14113","-0,29928","-1,18992","-6,71299","-2,09759","2,10159"
38,Hai,10,"-3,2202","-1,95606","5,87537","-7,6941","-1,11648","2,94734"
38,Hai,11,"-0,27533","-1,34794","12,40197","-7,66533","-1,46315","3,51784"
38,Hai,12,"5,0805","-2,6432","17,80089","-3,92286","-5,572","2,10719"
38,Hai,13,"14,59027","1,88903","29,65458","0,69254","-3,22153","-0,24461"
38,Hai,14,"7,07247","0,9912","19,83836","3,80349","1,85005","-2,59854"
38,Hai,15,"-0,10534","-0,06225","11,89918","4,90984","3,95324","-3,80162"
38,Hai,16,"-7,20176","0,43335","1,90339","6,71219","3,54475","-4,32628"
38,Hai,17,"-10,40281","1,30245","-5,30795","7,87796","0,83243","-4,32495"
38,Hai,18,"-9,53611","-0,5387","-8,54491","7,10096","1,14339","-2,61693"
38,Hai,19,"-14,63575","2,40857","-14,54478","3,45948","3,24978","-0,11032"
38,Hai,20,"-12,37563","3,41413","-16,76899","-3,36089","0,91956","1,02775"
38,Hai,21,"-7,60877","0,99838","-5,16429","-4,83843","-2,08747","1,73734"
38,Hai,22,"-6,36139","0,87388","-0,60813","-7,47241","-1,23106","2,35233"
38,Hai,23,"-3,01909","1,27132","8,32703","-7,4399","-1,65979","3,0065"
38,Hai,24,"-1,97282","1,37188","10,38365","-6,78493","-1,66699","3,3489"
38,Hai,25,"6,97431","0,31603","17,69555","-2,51541","-5,6935","1,88123"
38,Hai,26,"11,57836","3,48117","24,08567","1,16284","-2,0387","-0,16228"
38,Hai,27,"5,64313","2,26252","15,9813","2,92203","2,07734","-2,09466"
38,Hai,28,"0,07422","1,9417","9,20571","4,2157","3,11868","-3,09816"
38,Hai,29,"-5,64553","1,7358","4,86502","5,37481","3,03687","-3,69717"
38,Hai,30,"-11,0229","3,44526","-3,23457","6,4007","1,17856","-4,31749"
38,Hai,31,"-10,99657","1,74298","-6,67743","6,31143","0,58435","-3,391"
38,Hai,32,"-9,80904","0,17717","-8,82742","4,51974","3,828","-0,81511"
38,Hai,33,"-13,00051","4,71179","-17,65245","-2,48689","4,24475","0,63844"
38,Hai,34,"-8,11395","2,71502","-10,87446","-4,29431","-0,89984","1,10289"
38,Hai,35,"-6,04057","0,78051","-0,59376","-6,47824","-3,99827","1,88096"
38,Hai,36,"-4,24253","1,95846","6,18183","-7,12334","-2,70193","2,88259"
38,Hai,37,"-2,89698","1,53229","9,3302","-7,42578","-0,3957","3,83839"
38,Hai,38,"1,92733","-2,07338","12,25831","-4,58928","-3,06245","2,55884"
38,Hai,39,"13,39316","-0,76375","29,20926","-0,69174","-4,85468","1,12154"
38,Hai,40,"8,4252","1,29766","19,41458","1,81488","0,33601","-1,19535"
38,Hai,41,"2,5618","1,14443","12,46421","3,40806","2,53752","-2,9127"
38,Hai,42,"-3,48835","1,62806","7,79313","4,72678","2,4384","-4,02145"
38,Hai,43,"-9,49062","1,86029","1,97761","6,28585","1,21773","-5,04413"
38,Hai,44,"-12,28226","2,1476","-5,70778","6,54432","1,11941","-4,84562"
38,Hai,45,"-10,15381","-0,05507","-4,95839","6,5619","1,63768","-2,86341"
38,Hai,46,"-13,83849","3,23935","-15,52161","1,59131","5,6522","0,2153"
38,Hai,47,"-9,82102","2,6408","-13,72117","-4,96233","0,69707","1,10928"
38,Hai,48,"-6,55293","1,37427","-3,3016","-4,86907","-3,33051","1,65713"
38,Hai,49,"-5,69341","2,66475","4,38618","-7,03088","-2,51407","2,40376"
38,Hai,50,"-3,17471","3,40216","9,76355","-6,62372","-1,69097","3,45815"
38,Hai,51,"-0,67995","1,04387","9,43316","-4,73504","-3,02648","2,34434"
38,Hai,52,"12,81377","0,92895","27,04251","-0,68454","-5,39773","0,87293"
38,Hai,53,"7,22091","2,61926","18,98123","1,59584","0,40502","-0,93502"
38,Hai,54,"1,87705","2,27689","12,12424","3,14719","2,6934","-2,614"
38,Hai,55,"-2,40857","2,22182","7,15387","4,39477","2,695","-3,58659"
38,Hai,56,"-8,10437","2,70545","-0,39265","5,49099","1,70909","-4,51414"
38,Hai,57,"-11,22881","1,48441","-7,05092","5,59145","0,60967","-4,5669"
38,Hai,58,"-11,21444","-0,6177","-6,43801","5,10009","3,06006","-2,39656"
38,Hai,59,"-17,02996","2,42772","-12,46421","0,94381","4,54851","0,16574"
38,Hai,60,"-12,61984","4,15633","-13,35486","-4,19012","0,78686","1,17323"
39,Hai,1,"-7,63272","4,65672","-3,18908","-1,22866","-0,84815","0,45352"
39,Hai,2,"-7,89368","3,81875","-3,80439","-2,15355","-0,70639","0,80658"
39,Hai,3,"-7,00304","2,94726","-0,19154","-3,52397","-1,44289","1,29661"
39,Hai,4,"-5,14753","2,88262","4,38857","-4,84535","-1,52949","1,79942"
39,Hai,5,"-3,12683","3,54581","12,09072","-5,3487","-2,39363","2,44026"
39,Hai,6,"-1,57538","1,84114","9,40203","-4,26153","-3,54448","1,92679"
39,Hai,7,"10,4459","2,00634","22,53183","0,06528","-6,65304","0,30137"
39,Hai,8,"6,84502","2,46124","15,86159","2,79333","-0,97845","-2,0062"
39,Hai,9,"2,20267","1,31442","10,55604","4,99644","2,1786","-3,87943"
39,Hai,10,"-3,86424","0,53391","6,68701","6,20005","3,2607","-5,07025"
39,Hai,11,"-11,29106","1,41497","-5,29358","6,89632","4,37798","-5,60051"
39,Hai,12,"-10,9415","-1,01035","-13,09628","6,48809","4,27699","-3,23832"
39,Hai,13,"-17,54471","2,13802","-18,41859","2,12077","3,43204","-0,46738"
39,Hai,14,"-14,24789","1,74777","-13,82891","-4,48723","-1,96809","0,75862"
39,Hai,15,"-8,98783","0,19632","-2,79164","-4,82244","-4,23915","1,71229"
39,Hai,16,"-6,87854","0,62728","0,12689","-7,13587","-1,92679","2,93722"
39,Hai,17,"-4,03662","1,57538","8,76757","-6,63678","-1,78743","3,88636"
39,Hai,18,"-1,33118","0,9074","11,95425","-6,10625","-2,0936","3,92659"
39,Hai,19,"5,81552","-0,34237","16,08664","-2,78107","-4,06968","2,43067"
39,Hai,20,"12,64378","2,04225","24,09764","0,57609","-2,2167","0,70266"
39,Hai,21,"7,62793","1,32639","16,83842","2,94867","1,11914","-1,68458"
39,Hai,22,"1,61848","1,26414","9,93115","4,42461","2,18899","-3,49572"
39,Hai,23,"-4,6232","1,14443","5,42287","5,80995","1,58359","-4,91117"
39,Hai,24,"-11,03488","1,31921","-3,05261","6,78387","1,51058","-5,63035"
39,Hai,25,"-13,05319","-1,76932","-10,70448","6,8329","2,08054","-4,20318"
39,Hai,26,"-14,698","-0,39504","-12,63899","4,32122","5,62929","-0,22543"
39,Hai,27,"-16,14171","3,69665","-19,93412","-2,88712","0,90357","0,54438"
39,Hai,28,"-7,83622","1,37427","-4,5849","-5,73374","-4,02811","1,31046"
39,Hai,29,"-6,86418","1,62806","1,29287","-6,57789","-2,16181","2,75043"
39,Hai,30,"-3,77326","2,4373","6,92643","-7,19609","-1,01789","3,68544"
39,Hai,31,"-2,04465","1,37667","10,77391","-6,05723","-1,46474","3,913"
39,Hai,32,"5,47554","0,18675","15,42824","-2,90764","-4,65243","2,38297"
39,Hai,33,"12,29183","3,05261","24,05454","0,98564","-3,02382","0,09646"
39,Hai,34,"6,33506","1,87227","15,97411","3,20901","0,89478","-2,29344"
39,Hai,35,"-0,11013","1,79086","8,57364","4,46911","2,69687","-3,65853"
39,Hai,36,"-7,03895","2,40138","2,20267","5,66632","2,74749","-4,67748"
39,Hai,37,"-9,39724","2,11647","-3,50032","6,35273","2,11491","-5,02468"
39,Hai,38,"-9,9503","0,64643","-8,70292","5,88775","1,46581","-3,14852"
39,Hai,39,"-15,82088","2,88022","-13,87679","2,95347","5,21174","-0,10099"
39,Hai,40,"-13,19445","4,05099","-16,58942","-4,88159","1,37921","0,78793"
39,Hai,41,"-7,6375","1,89142","-4,41251","-4,33081","-4,94181","0,8223"
39,Hai,42,"-6,5673","1,12049","-0,39265","-7,28402","-2,13357","2,36379"
39,Hai,43,"-4,47476","1,86748","7,18979","-6,68288","-2,02618","3,55408"
39,Hai,44,"-2,59531","1,08936","11,03009","-6,46092","-1,48206","3,72888"
39,Hai,45,"4,11324","-0,07901","16,31648","-3,15039","-4,56077","2,36912"
39,Hai,46,"11,03248","1,51314","23,09447","0,20544","-2,6934","0,61126"
39,Hai,47,"6,80672","1,37906","17,33163","2,64357","0,62192","-1,42211"
39,Hai,48,"1,403","1,44131","11,29106","3,99827","2,02991","-3,02089"
39,Hai,49,"-4,15155","1,92494","4,81953","5,1811","1,96116","-4,14536"
39,Hai,50,"-8,22887","1,21386","0,98162","6,07748","1,07464","-4,71825"
39,Hai,51,"-12,85686","0,81642","-4,59687","5,97809","0,88945","-4,33268"
39,Hai,52,"-11,71722","-0,41659","-8,4659","5,28289","3,00943","-1,81194"
39,Hai,53,"-16,53914","3,90255","-15,19839","0,31336","4,10592","0,26806"
39,Hai,54,"-11,98059","2,68629","-10,45069","-4,97699","-0,38051","1,07384"
39,Hai,55,"-8,42759","1,23541","-2,1069","-6,12357","-2,03897","1,70802"
39,Hai,56,"-6,2776","1,75495","3,27527","-7,19102","-1,79836","2,99184"
39,Hai,57,"-4,07254","0,51715","9,81144","-6,77374","-1,08663","3,85998"
39,Hai,58,"-1,02951","-0,16281","11,81778","-5,24265","-2,22656","3,48719"
39,Hai,59,"12,61026","-0,54109","24,06412","-1,2633","-5,76012","1,87723"
39,Hai,60,"11,01333","1,72383","19,72343","1,44503","-0,15695","-0,31363"
40,Hai,1,"-4,03662","2,3966","4,66869","-2,86607","-1,14952","1,84792"
40,Hai,2,"-2,56658","1,80044","7,68778","-2,55324","-0,54971","2,10825"
40,Hai,3,"0,5363","1,49638","13,01488","-2,22336","-0,55904","2,15302"
40,Hai,4,"4,09887","0,89304","17,23586","-1,24331","-1,78557","1,48793"
40,Hai,5,"8,35576","1,45328","19,48401","1,50018","-3,79096","-0,84975"
40,Hai,6,"6,4404","0,826","15,83764","4,02198","-1,00137","-3,68571"
40,Hai,7,"-0,55545","0,11253","9,88087","5,97809","1,59345","-5,47634"
40,Hai,8,"-10,04128","-0,4525","2,91135","7,22779","3,22793","-6,58136"
40,Hai,9,"-12,60547","-2,55461","-12,07396","7,8332","4,1315","-5,99647"
